temporada,categoria,competicion,grupo,jornada,cod_acta,equipo,rival,local_visitante,dorsal,jugador,status,tipo_participacion,minutos_jugados
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,1,1186943,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,local,25,"PRESEDO VIDAL, ALESSANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,3,"BATISTA RAMOS, WALDIR F",titular,titular sustituido,72
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,5,"BAÑA TOME, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,9,"RAMOS CASTRO, ANDRÉS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,10,"VILLAVERDE SIXTO, BRAIS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,12,"RUZA VAZQUEZ, BRAIS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,15,"FRANCOS CREGO, JULIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,16,"IGLESIAS QUINTEIRO, JOSE RAMON",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,17,"GUTIERREZ VAZQUEZ, EDUARDO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,19,"FARIÑAS FREIRE, OSCAR",titular,titular sustituido,66
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,8,"PROL BREA, DIEGO",suplente,suplente participa,18
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187063,C.D.BELVIS,A.C.U.D. CAMPORRAPADO,visitante,22,"RODRIGUEZ VILAS, BRAIS",suplente,suplente participa,24
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,1,"MENDEZ ALONSO, DANIEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,2,"PEITEADO MOLEDO, SERGIO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,3,"VILLAMAYOR RIVADULLA, PEDRO",titular,titular sustituido,71
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,6,"FIGUEIRAS GAGO, ALEJANDRO",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,7,"CASTRO DOMINGUEZ, FRANCISCO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,8,"RIVEIRA MURCIA, HUGO",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,9,"GARCIA CARRERA, MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,10,"ESPIÑO CUIÑA, LOIS",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,14,"DOVAL GARCIA, ION",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,15,"RODRIGUEZ FARIÑA, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,21,"ABONJO BOUZAS, ALEJANDRO",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,4,"SANIN CARBIA, ALBERTO",suplente,suplente participa,19
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,5,"GOMEZ SANTISO, ALEJANDRO",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,11,"VARELA VAZQUEZ, DAVID",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,16,"AGUIAR RODRIGUEZ, JULIAN",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,LAMELA C.F.,C.D. SPORT TEAM ESTRADA,local,17,"RIOS ALCAIDE, JUAN MANUEL",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,13,"FERREIRO TORRES, BORJA",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,3,"FIGUEIRAS GARCIA, PAULO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,4,"VARELA MIRANDA, MATEO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,5,"MARQUE PASEIRO, SAMUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,6,"IGLESIAS PALLAS, FERNANDO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,8,"CERVIÑO CARRACEDO, ANDRES",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,9,"FERNANDEZ GONZALEZ, IAGO JOSE",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,11,"BARRUSO ARIAS, HUGO",titular,titular sustituido,69
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,14,"DA COSTA MORLAN, BRAIS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,15,"CHEDAS DURAN, ALFONSO",titular,titular sustituido,62
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,18,"FUENTES CORREA, MANUEL",titular,titular sustituido,62
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,1,"TARRIO MEJUTO, ANGEL",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,7,"ULLA COSTA, RICARDO",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,10,"GOMEZ LOPEZ, EZEQUIEL",suplente,suplente participa,21
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,12,"MIGUEZ VIDAL, DANIEL",suplente,suplente participa,28
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187064,C.D. SPORT TEAM ESTRADA,LAMELA C.F.,visitante,19,"GOMEZ CORA, ADRIAN",suplente,suplente participa,28
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,13,"TABOADA QUINTANA, MARCOS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,2,"ESPIÑO RODRIGUEZ, AARON",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,3,"CAMBEIRO COSTA, AIRAS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,4,"PEREZ FERNANDEZ, NUNO",titular,titular sustituido,58
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,5,"PICANS REY, HUGO",titular,titular sustituido,69
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,6,"RIOS CRESPO, ESTEBAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,7,"JAR PENIDO, ALVARO",titular,titular sustituido,64
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,8,"SUAREZ PEON, DIEGO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,9,"FERNÁNDEZ GARCÍA, RUBÉN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,10,"ESPANTOSO LAMAS, RICARDO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,11,"RIVERO MONTOTO, NUNO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,12,"FERREIRO ESPANTOSO, DIEGO",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,14,"PEÑA PENALTA, IKER",suplente,suplente participa,32
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,15,"CURINI RODRÍGUEZ, ROBERTO",suplente,suplente participa,21
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,C.F. SILLEDA,SOCIEDADE DEPORTIVA O PINO,local,16,"RODRIGUEZ TABOADA, SAMUEL",suplente,suplente participa,26
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,13,"RODRIGUEZ COUSO, ADRIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,2,"GARCIA SENRA, DIEGO",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,4,"LAREO MERA, LUCAS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,7,"CEREIJO IGLESIAS, ALBERTO L",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,9,"VAZQUEZ CORRAL, JORGE",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,12,"GOMES DA FONSECA, RODRIGO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,14,"CANABAL CASTRO, ISMAEL",titular,titular sustituido,69
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,15,"SAINZ TRESGUERRAS, JESUS FERNANDO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,16,"VARELA LODEIRO, GABRIEL",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,24,"PAZO DURO, JAVIER",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,25,"FUENTES PARRA, DANIEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,5,"PORTOS VILLAR, BORJA",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,17,"CARRIL CARREIRA, RAFAEL",suplente,suplente participa,21
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,18,"VARELA SOUTO, OSCAR",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,23,"MALLO DUBRA, ALEJANDRO",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187065,SOCIEDADE DEPORTIVA O PINO,C.F. SILLEDA,visitante,29,"CENDON GONZALEZ, JOSE",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,1,"GARCIA CANIVE, XOAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,5,"BOUZAS MOSQUERA, MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,7,"OTERO MATEOS, PABLO",titular,titular sustituido,75
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,8,"FERREIRO RODRIGUEZ, YAGO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,10,"SALGUEIRO POMBO, DAVID",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,11,"MARTINEZ RODRIGUEZ, ALESSANDRO EDUARDO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,14,"BENITEZ SANHUEZA, LEONARDO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,15,"MARTINEZ RODRIGUEZ, JOSE EMILIO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,17,"VAAMONDE CALVIÑO, MANUEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,20,"CARBALLAL MONTEAGUDO, SAUL",titular,titular sustituido,87
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,22,"FARIÑA BRAVO, ADRIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,13,"SANCHEZ PINTOS, JUAN A",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,16,"ROMERO DURO, SANDRO",suplente,suplente participa,15
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,18,"BAUTISTA SANDOVAL, EMIL DANIEL",suplente,suplente participa,3
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,21,"JIMENEZ BERTUA, FRANCISCO J",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D. CACHEIRAS,S.D.C. RECESENDE,local,23,"CEPEDA MENDOZA, ALEJANDRO",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,13,"FERREIRO DIEZ, BREIXO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,2,"NUÑEZ BARRAL, SEBASTIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,3,"TEMBRA SOUTO, SANTIAGO",titular,titular sustituido,68
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,4,"VILAS CONSTANTINO, BORJA",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,5,"VILAS CONSTANTINO, ADRIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,6,"MARTINS TERRON, WAGNER RONALDO",titular,titular sustituido,81
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,7,"ROSENDE MARTINEZ, ALEJANDRO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,8,"FRANCO SANMARTIN, CARLOS L",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,9,"NOYA GOMEZ, DANIEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,10,"MIGUEZ REY, MICHAEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,11,"GARCIA DURAN, RUBEN",titular,titular sustituido,77
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,12,"MOIMENTA MOHAMMED, MIGUEL",suplente,suplente participa,22
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,14,"CALVO CUTRIN, RAUL",suplente,suplente participa,13
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,15,"NUÑEZ BARRAL, DAVID",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187066,S.D.C. RECESENDE,S.D. CACHEIRAS,visitante,16,"MOSQUERA GARRIDO, DIEGO",suplente,suplente participa,9
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,25,"GOMEZ LOPEZ, GONZALO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,4,"FUENTES IGLESIAS, CARLOS",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,6,"FAILDE FIESTRAS, ALEJANDRO",titular,titular sustituido,46
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,8,"DOMINGUEZ GARCIA, ADRIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,9,"LOPEZ REY, LEO",titular,titular sustituido,69
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,10,"SOTO PARCERO, DANIEL",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,18,"KHALLOUK EL AMRANI, MOHAMED",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,20,"OTERO IGLESIAS, OSCAR",titular,titular sustituido,65
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,22,"DOMINGUEZ VAZQUEZ, CRISTIAN",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,24,"GONZALEZ EIRAS, FABIO J",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,34,"LYAGOUBI, MOHAMED AMINE",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,3,"SANTISO PENAS, MANUEL",suplente,suplente participa,21
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,7,"GRANJA HERMIDA, JESUS ANTONIO",suplente,suplente participa,25
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,13,"SANTISO TORREIRO, RICARDO",suplente,suplente participa,44
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,14,"GONZALEZ SANCHEZ, ALEJANDRO",suplente,suplente no participa,0
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,S.D. CRUCES,RODEIRO C.F.,local,21,"FERNANDEZ REBOREDO, JUAN",suplente,suplente participa,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,RODEIRO C.F.,S.D. CRUCES,visitante,13,"LÓPEZ GONZÁLEZ, IGNACIO",titular,titular todo partido,90
2024/25,SENIOR,SEGUNDA FUTGAL,SANTIAGO | GRUPO 2,16,1187067,RODEIRO C.F.,S.D. CRUCES,visitante,2,"VILLANUEVA PATAO, ROBERTO",titular,titular todo partido,90
